"PLOT_ID","Block_a","Block_b","Treatment_ID","Treatment_2021","Treatment_2022","year_estab","date","count","mean","std","cv","fertiliser_type"
"12e-3","6a","5b",3,"FEK","FEK",2022,20220517,75996,0.784432292243774,0.0643300628809287,0.0820084327442975,"bbf"
"12e-3","6a","5b",3,"FEK","FEK",2022,20220529,72320,0.810069500213176,0.0474574043488666,0.0585843613867425,"bbf"
"12e-3","6a","5b",3,"FEK","FEK",2022,20220624,76141,0.730957086531917,0.0626307591189929,0.0856832230961046,"bbf"
"14e-12","6a","5b",12,"REF_2","REF_2",2022,20220412,74139,0.53710440132889,0.0831190268268476,0.154753948433855,"mineral"
"14e-12","6a","5b",12,"REF_2","REF_2",2022,20220517,75997,0.869201100569677,0.0607796557375884,0.0699258844676488,"mineral"
"14e-12","6a","5b",12,"REF_2","REF_2",2022,20220529,72321,0.84008075087602,0.0693140303646834,0.0825087710823085,"mineral"
"14e-12","6a","5b",12,"REF_2","REF_2",2022,20220624,76137,0.68193632782986,0.0813780456466268,0.11933378869197,"mineral"
"2e-5","5a","5b",5,"ECO","ECO",2022,20220412,74141,0.510199065961145,0.0898882881328482,0.176182776743252,"bbf"
"2e-5","5a","5b",5,"ECO","ECO",2022,20220517,75994,0.666723046616419,0.088390002873201,0.132573792554157,"bbf"
"2e-5","5a","5b",5,"ECO","ECO",2022,20220529,72316,0.621187371009202,0.0771681827665162,0.124226902168256,"bbf"
"2e-5","5a","5b",5,"ECO","ECO",2022,20220624,76136,0.549473617852378,0.0681647192819216,0.124054580724629,"bbf"
"11e-9","6a","5b",9,"BVC","BVC",2022,20220412,74143,0.576100473335244,0.0739356628499407,0.128338139390689,"bbf"
"11e-9","6a","5b",9,"BVC","BVC",2022,20220517,75997,0.715515925769911,0.0677562493959655,0.094695655198811,"bbf"
"11e-9","6a","5b",9,"BVC","BVC",2022,20220529,72317,0.649023946139187,0.0666817628646831,0.102741606471301,"bbf"
"11e-9","6a","5b",9,"BVC","BVC",2022,20220624,76139,0.520575659622698,0.0587495691459985,0.112855005915142,"bbf"
"6e-1","5a","5b",1,"BA6","BA6",2022,20220412,74143,0.495515151822586,0.087477428188025,0.176538351786557,"bbf"
"6e-1","5a","5b",1,"BA6","BA6",2022,20220517,75995,0.677804303616707,0.0816416232529258,0.120450139984791,"bbf"
"6e-1","5a","5b",1,"BA6","BA6",2022,20220529,72319,0.672615081404415,0.0633615955071853,0.0942018656121816,"bbf"
"6e-1","5a","5b",1,"BA6","BA6",2022,20220624,76138,0.550186080624675,0.0696864614504882,0.126659804572604,"bbf"
"1e-10","5a","5b",10,"PCW","PCW",2022,20220412,74141,0.514478662212789,0.100936533823133,0.196191875847682,"bbf"
